FactorB0,nChromoSi_AWSoM,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StochasticExponent,rMinWaveReflection,PFSS,UseSurfaceWaveRefl,realization
2.09736,1.232e18,326400.0,240870.0,0.1444,1.1665999999999999,2.0,1.0,8.0
0.6890400000000001,3.392e17,768000.0,135570.0,0.23800000000000002,1.0606,1.0,1.0,5.0
0.86184,4.2176e18,321600.0,77250.0,0.24424,1.0246,1.0,1.0,11.0
1.0432800000000002,1.2896e18,708800.0,289470.0,0.2068,1.1578,1.0,1.0,5.0
2.38248,9.056e17,348800.0,136650.0,0.10264000000000001,1.0917999999999999,2.0,1.0,10.0
0.68472,2.192e18,817600.0,257070.0,0.21592,1.1398,1.0,1.0,9.0
1.2204000000000002,2.1248e18,620800.0,170670.0,0.13432,1.0482,1.0,2.0,7.0
1.1253600000000001,4.3232e18,393600.0,180930.0,0.14296,1.0737999999999999,1.0,1.0,12.0
0.7495200000000001,4.256e17,920000.0,122610.00000000001,0.28456000000000004,1.099,2.0,2.0,6.0
0.66744,2.5472e18,982400.0,111810.0,0.11944,1.0817999999999999,2.0,2.0,12.0
0.9612,4.784e18,643200.0,138810.0,0.19912000000000002,1.059,1.0,2.0,3.0
0.9568800000000001,5.408e17,598400.0,285150.0,0.26392000000000004,1.0433999999999999,2.0,1.0,5.0
0.9352800000000001,1.1168e18,776000.0,61590.0,0.14344,1.1385999999999998,1.0,1.0,12.0
0.6156,4.928e18,955200.0,94530.0,0.15352000000000002,1.0718,2.0,1.0,1.0
1.7128800000000002,1.9328e18,384000.0,64830.0,0.20344,1.0118,2.0,2.0,2.0
0.8575200000000001,1.1648e18,419200.0,191730.0,0.31624,1.1458,2.0,2.0,8.0
2.6935200000000004,7.328e17,302400.0,174450.0,0.26488,1.0542,2.0,1.0,1.0
0.6415200000000001,2.6336e18,880000.0,79410.0,0.21976,1.1006,1.0,1.0,2.0
1.28952,1.8656e18,588800.0,160410.0,0.24616000000000002,1.0997999999999999,2.0,1.0,1.0
1.1167200000000002,2.0864e18,689600.0,51870.0,0.23176000000000002,1.133,1.0,1.0,1.0
0.93096,2.6432e18,707200.0,136110.0,0.26152000000000003,1.0086,2.0,2.0,8.0
0.8488800000000001,3.1328e18,361600.0,113430.0,0.24760000000000001,1.1982,2.0,2.0,9.0
0.8402400000000001,3.2096e18,614400.0,98850.0,0.11272,1.0697999999999999,1.0,1.0,2.0
0.58536,3.6512e18,648000.0,103170.0,0.30088000000000004,1.1818,2.0,2.0,6.0
1.9893600000000002,4.0928000000000005e18,396800.0,114510.0,0.21448,1.0626,2.0,1.0,10.0
1.6178400000000002,1.328e18,432000.0,226290.0,0.2644,1.125,2.0,2.0,12.0
0.8316000000000001,4.0736e18,1.0448e6,115590.0,0.28888,1.0706,1.0,2.0,4.0
1.3716000000000002,1.3664e18,430400.0,89130.0,0.29416000000000003,1.0254,1.0,1.0,4.0
0.66312,3.5744e18,972800.0,270030.0,0.24376,1.117,2.0,2.0,6.0
1.34136,4.9952e18,449600.0,122070.0,0.33112,1.1425999999999998,1.0,2.0,1.0
0.6976800000000001,2.3072e18,353600.0,127470.0,0.29656000000000005,1.079,1.0,1.0,1.0
1.2376800000000001,4.592e18,622400.0,57270.0,0.27688,1.113,2.0,1.0,3.0
0.5464800000000001,1.3952e18,814400.0,50250.0,0.13624,1.1654,2.0,2.0,10.0
0.83592,2.4704e18,852800.0,213870.0,0.27880000000000005,1.1682,1.0,1.0,1.0
1.16424,2.0384e18,328000.0,133950.0,0.30856000000000006,1.1705999999999999,1.0,2.0,6.0
0.97848,4.9856e18,872000.0,144210.0,0.29800000000000004,1.1922,1.0,2.0,12.0
1.6653600000000002,2.0192e18,305600.0,299730.0,0.23224000000000003,1.1122,2.0,2.0,7.0
1.2290400000000001,9.632e17,360000.0,152850.0,0.11032,1.0054,1.0,2.0,8.0
0.9914400000000001,2.9504e18,606400.0,237630.0,0.25192000000000003,1.1614,1.0,1.0,9.0
1.5357600000000002,2.336e18,544000.0,198750.0,0.10552,1.0006,1.0,1.0,3.0
1.0476,3.488e17,627200.0,233310.0,0.15784,1.1186,2.0,1.0,2.0
1.4364,2.144e17,363200.0,263010.0,0.19048,1.0138,2.0,2.0,4.0
0.7063200000000001,1.5008e18,795200.0,36210.0,0.28552,1.127,1.0,2.0,12.0
1.59192,4.16e17,475200.0,62130.0,0.16888,1.1294,2.0,2.0,11.0
1.1512799999999999,2.672e18,499200.0,88050.0,0.19864,1.129,1.0,2.0,9.0
2.1708,7.52e17,352000.0,248430.0,0.22648000000000001,1.1258,1.0,1.0,6.0
1.40184,2.8256e18,630400.0,63750.0,0.17800000000000002,1.1078,1.0,2.0,12.0
1.1383200000000002,3.8336e18,644800.0,38370.0,0.21688000000000002,1.0822,1.0,1.0,5.0
1.9548,4.5632e18,377600.0,288390.0,0.24664000000000003,1.1805999999999999,2.0,2.0,8.0
0.7365600000000001,2.7104e18,728000.0,202530.0,0.29368000000000005,1.1414,1.0,2.0,3.0
0.7927200000000001,4.1696e18,926400.0,71850.0,0.18712,1.0538,2.0,1.0,12.0
0.60696,3.2384e18,376000.0,181470.00000000003,0.13576,1.143,2.0,2.0,2.0
0.5940000000000001,1.3472e18,1.056e6,37290.0,0.23608,1.1885999999999999,1.0,1.0,1.0
1.7085600000000003,4.5056e18,436800.0,260310.0,0.19720000000000001,1.0306,1.0,2.0,6.0
1.0044,3.8144e18,336000.0,139350.0,0.2116,1.1798,2.0,1.0,11.0
1.32408,8.767999999999999e17,496000.0,137730.0,0.27448,1.111,1.0,2.0,6.0
0.8964000000000001,1.6832e18,824000.0,241410.0,0.19288,1.0346,1.0,2.0,7.0
1.21176,3.8816e18,344000.0,173370.0,0.32392000000000004,1.1562,1.0,1.0,5.0
1.0303200000000001,1.6064e18,403200.0,212250.0,0.22840000000000002,1.0478,2.0,1.0,2.0
1.9116000000000002,3.3152e18,313600.0,243030.0,0.2956,1.1878,2.0,2.0,12.0
2.0930400000000002,3.6896e18,368000.0,274890.0,0.17992000000000002,1.0966,2.0,2.0,3.0
2.1535200000000003,3.0944e18,315200.0,33510.0,0.22936000000000004,1.005,1.0,1.0,7.0
0.8920800000000001,4.4e18,395200.0,32970.0,0.30424,1.1598,2.0,1.0,9.0
1.21608,3.0464e18,542400.0,31890.0,0.18760000000000002,1.0314,2.0,1.0,4.0
0.9093600000000002,4.5344e18,451200.0,67530.0,0.22264,1.075,2.0,2.0,7.0
2.3652,2.528e18,334400.0,108030.0,0.2404,1.1334,2.0,1.0,8.0
0.92664,4.5728e18,952000.0,45390.0,0.33784000000000003,1.0354,1.0,2.0,8.0
0.5551200000000001,4.016e18,560000.0,231690.0,0.15592,1.1738,2.0,2.0,3.0
0.71064,4.256e18,864000.0,177690.0,0.26680000000000004,1.1514,1.0,2.0,7.0
1.7301600000000001,3.104e17,339200.0,104790.0,0.22984000000000002,1.0298,2.0,2.0,9.0
0.87048,3.6608e18,596800.0,266250.0,0.14728000000000002,1.0042,2.0,1.0,11.0
1.15992,4.2848e18,428800.0,43230.0,0.16648000000000002,1.0122,1.0,2.0,10.0
0.9525600000000001,2.2496e18,908800.0,85890.0,0.31528,1.0166,1.0,2.0,2.0
1.5789600000000001,3.392e18,323200.0,279210.0,0.24232,1.1042,1.0,1.0,9.0
0.67608,3.0368e18,411200.0,108570.0,0.15976,1.1522,1.0,2.0,4.0
1.6912800000000001,2.7488e18,468800.0,78330.0,0.31576000000000004,1.0922,2.0,1.0,1.0
0.5983200000000001,4.16e18,801600.0,111270.0,0.20104,1.1306,1.0,2.0,10.0
1.8424800000000001,2.8736e18,379200.0,187950.0,0.29224000000000006,1.1058,2.0,1.0,3.0
1.76472,2.5568e18,483200.0,113970.0,0.27784000000000003,1.0102,1.0,2.0,7.0
0.7452000000000001,6.944e17,1.0832e6,279750.0,0.27208,1.1825999999999999,2.0,2.0,3.0
1.9677600000000002,1.0112e18,400000.0,264630.0,0.10984000000000001,1.1526,2.0,1.0,1.0
1.9936800000000001,6.464e17,433600.0,99930.0,0.12616,1.0994,1.0,2.0,12.0
0.57672,6.08e17,507200.0,115050.0,0.18280000000000002,1.0646,1.0,1.0,11.0
1.41912,5.696e17,318400.0,96690.0,0.13528,1.1745999999999999,1.0,1.0,9.0
1.0864800000000001,4.352e17,480000.0,299190.0,0.33256,1.1038,1.0,1.0,7.0
2.11464,2.6048e18,422400.0,290550.0,0.10504000000000001,1.0178,1.0,2.0,6.0
0.6544800000000001,1.9232e18,782400.0,164190.0,0.16600000000000004,1.1206,1.0,1.0,8.0
0.8877600000000001,1.4528e18,747200.0,149070.0,0.22072000000000003,1.1974,1.0,1.0,8.0
2.5207200000000003,4.3616e18,345600.0,153390.0,0.24808000000000002,1.0418,2.0,1.0,3.0
0.7538400000000001,3.2e17,684800.0,211710.0,0.16552,1.0106,2.0,2.0,11.0
0.7668,3.872e18,870400.0,118830.0,0.16408,1.1102,2.0,1.0,4.0
1.8813600000000001,6.176e17,358400.0,207390.0,0.2764,1.0242,1.0,2.0,1.0
0.69336,5.216e17,459200.0,186330.0,0.19768000000000002,1.163,2.0,1.0,12.0
1.38456,2.7008e18,548800.0,234930.0,0.20776,1.063,1.0,2.0,8.0
1.2938399999999999,3.728e18,350400.0,263550.0,0.1396,1.1862,1.0,1.0,4.0
0.9482400000000001,2.9792e18,808000.0,101010.0,0.27496,1.0874,1.0,1.0,7.0
1.49256,4.7264e18,340800.0,189570.0,0.17320000000000002,1.0702,2.0,2.0,9.0
2.2140000000000004,1.6352e18,342400.0,47010.0,0.14776,1.029,1.0,2.0,11.0
0.7236,2.2112e18,984000.0,219270.0,0.15400000000000003,1.0034,1.0,1.0,2.0
0.9007200000000001,6.272e17,860800.0,287850.0,0.29608,1.081,1.0,2.0,10.0
0.9741600000000001,4.64e17,304000.0,109650.0,0.25,1.1154,1.0,2.0,3.0
1.3068,1.1936e18,646400.0,179850.0,0.32296,1.193,1.0,2.0,7.0
1.0130400000000002,9.728e17,720000.0,72930.0,0.13144,1.0174,2.0,2.0,5.0
1.09944,2.4896e18,416000.0,82650.0,0.2716,1.1802,1.0,1.0,5.0
0.88344,3.5168e18,1.0016e6,68070.0,0.11176000000000001,1.1938,2.0,2.0,5.0
0.81864,1.3856e18,574400.0,182550.0,0.24856,1.0642,1.0,2.0,2.0
0.81,3.4496e18,532800.0,147990.0,0.13768000000000002,1.1181999999999999,1.0,1.0,5.0
0.55944,4.6592e18,531200.0,66450.0,0.1756,1.139,2.0,1.0,1.0
0.8791200000000001,2.5088e18,638400.0,252210.0,0.16456,1.147,1.0,2.0,10.0
0.96984,3.2576e18,464000.0,273270.0,0.32728,1.1778,1.0,1.0,10.0
0.6026400000000001,3.6704e18,401600.0,39990.0,0.10360000000000001,1.0614,1.0,2.0,7.0
1.27224,1.2608e18,392000.0,83190.0,0.18472,1.0986,1.0,2.0,10.0
1.09512,4.1312e18,308800.0,271650.0,0.25336000000000003,1.1554,2.0,2.0,2.0
1.6956000000000002,2.6528e18,337600.0,224670.0,0.31048000000000003,1.1998,1.0,2.0,7.0
1.25496,2.8928000000000005e18,488000.0,156630.0,0.23992,1.1545999999999998,1.0,2.0,7.0
0.73224,1.616e18,1.0032e6,104250.0,0.24136000000000002,1.0134,1.0,2.0,11.0
0.56808,9.152e17,513600.0,250050.0,0.24472000000000002,1.1914,1.0,2.0,7.0
1.85976,4.3136e18,316800.0,232230.0,0.10936000000000001,1.1238,1.0,2.0,8.0
0.71928,2.6624e18,656000.0,286230.0,0.22504000000000002,1.1945999999999999,2.0,1.0,6.0
0.7840800000000001,1.1072e18,694400.0,70770.0,0.32920000000000005,1.0962,1.0,2.0,3.0
1.1124,5.792e17,704000.0,238710.0,0.31816,1.0038,2.0,2.0,3.0
1.2506400000000002,7.136e17,472000.0,253290.0,0.15832000000000002,1.0458,1.0,1.0,12.0
1.4148,1.7312e18,558400.0,280290.0,0.31288000000000005,1.0286,2.0,2.0,10.0
1.05192,2.1152e18,312000.0,206850.0,0.1612,1.165,1.0,1.0,10.0
0.56376,1.6544e18,1.0752e6,190650.0,0.28024000000000004,1.0326,2.0,2.0,12.0
0.9050400000000001,9.344e17,556800.0,211170.0,0.20248,1.1054,1.0,2.0,4.0
1.36728,3.2864e18,491200.0,210630.0,0.1468,1.1602,2.0,1.0,1.0
0.77112,2.432e17,900800.0,54570.0,0.25816000000000006,1.1962,1.0,1.0,11.0
1.6869600000000002,1.5488000000000003e18,409600.0,130170.0,0.11128,1.1965999999999999,1.0,1.0,3.0
0.91368,2.5856e18,932800.0,272730.0,0.3196,1.0506,2.0,2.0,4.0
1.20744,3.3536e18,713600.0,240330.0,0.15064,1.0222,1.0,1.0,5.0
2.06712,1.7792e18,424000.0,123150.0,0.28312000000000004,1.1098,1.0,1.0,7.0
0.77544,1.5392e18,601600.0,275970.0,0.17752,1.1346,1.0,1.0,3.0
1.14696,4.0352e18,454400.0,132330.0,0.30184,1.015,2.0,1.0,2.0
1.5876000000000001,1.8272e18,331200.0,194970.0,0.21208000000000002,1.1378,1.0,2.0,3.0
0.7020000000000001,4.5152e18,492800.0,199830.0,0.17272,1.1082,1.0,1.0,3.0
0.58968,1.04e18,843200.0,193890.0,0.15448,1.0498,1.0,2.0,5.0
0.58104,4.6304e18,763200.0,84270.0,0.2812,1.0777999999999999,1.0,2.0,11.0
1.75608,3.9008e18,387200.0,42690.0,0.14632,1.0937999999999999,2.0,2.0,9.0
1.9332000000000003,1.3568e18,324800.0,284610.0,0.16312000000000001,1.0518,1.0,2.0,10.0
1.18584,4.736e17,371200.0,64290.0,0.28744000000000003,1.0782,2.0,2.0,9.0
1.6524,7.424e17,444800.0,165810.0,0.31864000000000003,1.1338,1.0,2.0,2.0
1.1728800000000001,1.9616e18,753600.0,98310.0,0.19528,1.009,1.0,1.0,12.0
0.62856,4.352e18,612800.0,244110.0,0.33496000000000004,1.1062,2.0,2.0,12.0
1.7172000000000003,8.864e17,515200.0,297570.0,0.14392,1.097,2.0,1.0,12.0
1.8338400000000001,2.0e18,427200.0,55110.0,0.11608,1.1174,2.0,1.0,5.0
1.7215200000000002,3.5456e18,456000.0,218190.0,0.22552000000000003,1.0946,1.0,1.0,8.0
1.07352,3.872e17,752000.0,39450.0,0.11800000000000001,1.0942,1.0,2.0,4.0
1.0908000000000002,4.8992e18,726400.0,179310.0,0.23320000000000002,1.1722,1.0,2.0,10.0
1.1988,3.4976000000000005e18,595200.0,112890.0,0.31192000000000003,1.1218,2.0,2.0,8.0
2.322,2.0768e18,320000.0,197670.0,0.18952000000000002,1.1026,2.0,1.0,1.0
0.9439200000000001,4.2272e18,833600.0,223590.0,0.1492,1.1138,1.0,2.0,11.0
1.5314400000000001,9.248e17,398400.0,58350.0,0.32632,1.051,1.0,1.0,1.0
0.86616,7.232e17,832000.0,172290.0,0.10888,1.155,1.0,1.0,4.0
0.61992,2.2784e18,414400.0,166890.0,0.2356,1.0078,1.0,1.0,9.0
0.9655200000000002,4.976e18,406400.0,244650.0,0.15208,1.1454,1.0,1.0,3.0
0.74088,1.2032e18,659200.0,157170.0,0.12232000000000001,1.0394,1.0,1.0,9.0
1.55304,4.064e17,372800.0,268410.0,0.2692,1.1625999999999999,1.0,2.0,10.0
1.3759200000000003,4.448e17,380800.0,159870.0,0.11416000000000001,1.137,2.0,1.0,7.0
1.35864,4.9472e18,580800.0,291630.0,0.3244,1.0162,1.0,1.0,11.0
1.0216800000000001,2.1344e18,347200.0,295410.0,0.26296,1.0842,1.0,2.0,8.0
1.5141600000000002,3.824e18,590400.0,251670.0,0.27736000000000005,1.1694,1.0,2.0,6.0
0.99576,1.4336e18,678400.0,174990.0,0.14968,1.0022,1.0,2.0,10.0
1.4796,3.968e18,435200.0,155550.0,0.10648,1.0902,1.0,1.0,5.0
0.5508000000000001,3.3728e18,382400.0,141510.0,0.25096,1.0493999999999999,1.0,1.0,12.0
0.79704,1.6928e18,632000.0,81570.0,0.20440000000000003,1.1925999999999999,1.0,2.0,1.0
0.8013600000000001,4.6976e18,473600.0,297030.0,0.24184,1.153,1.0,1.0,4.0
0.7884000000000001,4.64e18,526400.0,170130.0,0.21016,1.0926,1.0,2.0,10.0
0.61128,3.0272e18,576000.0,235470.0,0.10408,1.0274,2.0,1.0,10.0
0.7581600000000001,1.376e18,408000.0,234390.0,0.3028,1.1714,1.0,1.0,11.0
1.12968,1.6448e18,537600.0,261930.0,0.21304,1.017,1.0,1.0,1.0
2.23128,3.2288e18,356800.0,124770.0,0.33640000000000003,1.0957999999999999,2.0,2.0,6.0
0.8532,3.008e17,992000.0,183630.0,0.21496,1.1242,1.0,2.0,7.0
0.62424,3.3248e18,673600.0,227370.0,0.18904,1.0678,1.0,2.0,1.0
0.6501600000000001,1.8176e18,329600.0,286770.0,0.18424000000000001,1.0198,2.0,1.0,2.0
1.7474400000000003,3.248e18,417600.0,232770.0,0.17128,1.0586,2.0,1.0,12.0
0.82728,3.68e17,640000.0,93990.0,0.26824000000000003,1.1261999999999999,1.0,1.0,8.0
1.7431200000000002,3.008e18,355200.0,172830.0,0.12376000000000001,1.115,1.0,2.0,10.0
1.8943200000000002,2.5376e18,460800.0,150690.0,0.10120000000000001,1.1474,2.0,1.0,4.0
