BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi
0.7427616072910522,491306.4690574483,221713.9225338042
0.7443664572758827,531095.9843757402,156346.8061436453
0.7452632088956882,411558.9756737179,173513.792117591
0.745725468836072,507548.8565945297,131992.97290207547
0.7469778117585737,308589.78016309766,220207.4310316664
0.7477079322950994,339900.86340258573,108741.24524929759
0.7484163770023388,482140.26079389703,125660.50335173539
0.7490931210344673,502777.94119939185,190277.4365677965
0.7493680353305774,319665.0186074225,155306.1226423668
0.7515508074116802,543804.7770341329,169399.04291629003
0.752170156238497,325442.93767153885,193781.46907558612
0.753219788731688,477313.1428132922,106858.5522610112
0.7536139434595578,355291.5005441972,208845.60526074184
0.7541057065330619,495503.69867591665,177401.42343850704
0.754731250675179,400396.933760195,164294.62236630672
0.7561669655714264,431273.77879611123,205225.0771483164
0.7568192940106212,535803.0621694794,111515.35497620095
0.758071578133225,520451.4551398386,200624.55402474938
0.7589532433275903,409989.0837180977,213347.72526248798
0.759348032721663,365906.8716897012,148699.30368438517
0.7602274084186827,449938.5352080425,160386.289451486
0.7617953835015417,474887.57232614217,226978.44422255084
0.7629000889852955,423489.82054806687,152309.87251307297
0.7641557646804032,369918.49933498946,204286.6644771099
0.7652475018013597,321253.8442626736,222051.34471563113
0.7660749531251487,361701.6032155062,114503.97254128584
0.7682320200271662,447509.64969986404,194132.74223620028
0.7688581961363234,310358.53076597163,172803.03171436756
0.7701353492267564,388141.86426933785,189304.14195668878
0.7708570886573105,465195.0201531054,167576.16238324222
0.7716458553600104,332839.9976879892,197092.07465427901
0.771806169191142,504325.4817263256,113816.55485498752
0.7722993169921986,440008.1118252281,219855.62840465255
0.772961780982853,527353.1854975717,143783.55107023235
0.7741326100606449,357736.8076692891,229628.57477510272
0.7744809488369909,471915.64896435477,132843.50238768902
0.775347578269891,506901.66883598233,217159.93770869795
0.7765711079247097,546537.2420715131,180321.9490323
0.7774807582744011,432800.51838205033,138080.33949249444
0.778569934156384,521379.7089003816,127365.80428788348
0.7789336031680221,461256.22961306956,197833.43061343758
0.7800039756657243,483877.6934063011,163684.1963399024
0.7812634148457679,347644.55007654976,156813.08468375527
0.781598637405197,515563.19552327157,211037.00072452365
0.7825353953008622,452393.84311509156,175020.97730662115
0.7832100365336984,398837.8990348543,206670.43212871553
0.7843616991538477,539513.7168684611,158639.89870690217
0.7868115109982748,323971.6905454864,202137.4054369927
0.787072285638267,517594.9909769739,170698.02178110942
0.7875299568967631,487188.1808657415,232034
0.7881710555968036,427507.3184725853,190595.4582296851
0.7900008127277041,439396.5686433257,126076.36341103338
0.791147553289092,300475,215353.37977322942
0.79175160155122,463081.29821079026,146243.8876247931
0.7923731663141903,415881.5343224349,230738.65430949617
0.7944196332364726,495007.9181893698,226318.73851690476
0.7945907758227333,369205.92467866896,142172.2134361474
0.7952784648388556,523450.49635886005,151905.4082467933
0.7958927961511533,442947.9952508799,185640.3553624365
0.7966753215800473,546207.0962536556,104767.93866493476
0.7972640255855312,330320.7107437631,150274.10810131792
0.7977708629886762,416901.5251220975,121470.99791640558
0.7986967016617739,359383.78044717095,177005.61507984105
0.7991337299046449,532672.805030064,205994.2119778152
0.7997035181832676,456158.6435847642,131123.3865306413
0.8013403197257818,430749.8506978587,108594.62930067907
0.8019463635737287,394125.4503068108,160960.14700737788
0.8030103337225505,482935.06914234936,219243.95259120778
0.8039094143164393,530036.9132469819,112960.85127999127
0.8040984404686146,345525.07599975093,211624.36800582975
0.8051282755819853,409107.5146056245,137083.3832651191
0.8064225546104471,476384.191466642,124329.89993962736
0.806738914865947,380593.84282650205,201349.6347046091
0.807634834948665,422009.08744818956,165504.41919859368
0.8080647270526635,353786.55476689164,116768.73414448668
0.8088384129640521,334730.1785481622,223947.91504114922
0.8099692343093743,467863.5823616313,213802.0910749747
0.8115882241071383,512527.0746702677,196848.61880447558
0.8129233633597216,435790.87327962747,188402.48063796642
0.8136687267336269,387328.20247412194,221437.82089121774
0.8146102012445853,426622.1892627722,128534.61320761232
0.8152938719341862,509888.2841776794,107869.41613265622
0.8161095941867668,547447.9722433959,220102.77429347154
0.8168062860310413,365143.33704792586,111402.8242566268
0.8171976787647618,488175.5333925672,147830.07468437726
0.8183909528670142,336368.6380359972,141433.3424988997
0.8186286092429075,457393.0127846943,229904.34779611253
0.8196402363175861,440640.5866162012,158917.03356065054
0.8202458671750084,537198.8522290263,125308.89967806087
0.8208319761706319,350947.2560558805,169668.4446616658
0.822428674888889,548386,166209.25017925113
0.8226940640651726,454219.93813465955,115870.93687113261
0.8228652622082183,328008.25274529017,214687.79747506458
0.8248424446083619,472596.2868714384,207625.1346259319
0.8260703757038997,381482.6510540227,162157.06224928127
0.8267881717390002,480982.1432872175,134189.94555839844
0.8275934541674239,395214.8690748209,191909.01180897024
0.8285225464515604,309711.1383037977,205644.65418762813
0.830183601985301,513083.99616183236,139451.78565517836
0.8304765456413935,331443.0230443529,186233.22601690184
0.8312608157134853,420861.4109357126,199246.89225054515
0.8321565905995439,377642.48461906565,122192.39658751592
0.8329703428235096,354271.74958204717,222558.35427183128
0.834508030270777,403148.04050700174,112365.05055496894
0.8351433225546194,501844.0616757839,157113.1137148481
0.8353126243352724,312270.5944615531,231547.5774768389
0.8367103747060473,428643.25422030437,227236.90087469586
0.8375890371408167,443870.56865342177,106045.48887213545
0.8379306795893029,340634.22653523635,164964.95221460835
0.8394454764882766,425095.43169523444,171543.4921561775
0.8403912883642731,392843.6867321018,146653.97964258835
0.842304944911046,402033.7145917239,183946.24977547163
0.8435878315480401,316051.9107707317,190829.8663943814
0.8448195498414841,411023.88456777023,153255.3782889318
0.8452799088748619,342442.03678424156,208263.50775554194
0.8458664127763079,375050.765881733,108299.64403443417
0.8462738442522106,455744.98036626115,200835.54444399645
0.8470734776938192,306685.6506623562,167385.97700662256
0.8472837013648276,522098.66229652625,223656.55030491855
0.8493683533491299,332110.71503578033,104834.63563021753
0.8495421783349696,500650.33770919073,210097.71300108774
0.8516023706276328,326745.6795917135,227700.03480555757
0.8521529514130208,466197.2364991021,194523.81027888332
0.8529410748677927,419584.8975706419,159911.4963870781
0.8541661155074436,434836.19670467556,217505.77415100217
0.854512376975419,517197.28422277037,130324.2123038729
0.8551686282289187,479443.7450465807,166594.82157428388
0.8564604439294825,450903.5405144957,180543.23672100282
0.8568422938289437,351888.48763602594,144877.3867932289
0.8575465277329317,383051.5129182666,230423.69278742844
0.8580567839806201,459575.9183640051,111927.33377404898
0.8590437211574622,363164.4285475725,174048.35386476127
0.8608145645913321,318878.71212635154,162466.4197798409
0.861661585071927,417875.9403417373,107471.29955482304
0.8623416939902704,344774.5127248551,188097.50541825037
0.8626851729487782,452747.07311089174,136108.55326921408
0.8638795284716607,463321.3762113572,222161.23890064185
0.864232676170841,385643.3826250816,129532.42906021149
0.8661792916066681,439076.2345624742,176183.34332872345
0.867491626999902,533753.2568121951,215742.0565451958
0.868575413791956,356575.44061473873,196193.68740255048
0.869150032447628,505021.8836456344,225637.57264779054
0.8694900423353699,473439.5367339854,121888.89291799284
0.8715242455194103,489054.86588702083,104645
0.8725889955797168,396977.98232592444,228225.85862665836
0.8740598652252578,444782.2862361111,150866.61346625315
0.8747110636783926,379756.94240870734,212164.2374378373
0.8761280728192284,370269.274969835,118460.20755277484
0.8765489169086813,337174.59449054196,203106.45738623047
0.877026135817257,457855.6354930479,186908.96954766632
0.878242629266589,360051.1588017041,155721.16490353446
0.8798147587386848,464674.7605662796,128101.69027170043
0.8802435371824271,389152.9925468131,172641.20431450938
0.8819716281323323,329554.3695656462,177880.91521997133
0.8836520288895409,315134.1316943078,217065.99947801718
0.8840419294993191,535432.9306920095,174838.49926741788
0.8843728097414043,415698.11361858685,133732.8264825766
0.8850954225970226,326442.5180914598,110215.73911630908
0.8869200989704042,333981.5815064647,151819.74700344028
0.8872096335823667,486812.303521981,199613.60309716556
0.8889472840406054,349250.9092092276,131584.73224955794
0.8894103345893051,429362.30331423786,179425.42851045792
0.8906827796468948,373738.5954818248,160563.83848333216
0.8909368670925792,546711.9848732699,214369.63175181934
0.8927958430221635,408507.0642534886,120215.76648029333
0.894299739326934,441575.2633679008,212963.5870534857
0.8956838968613572,453769.2496605,163421.73514205596
0.8961667601390073,519271.98613261944,206796.00369459356
0.8963850104138809,304772.2963721015,145901.96801030426
0.8969760273294807,368384.1360406683,183520.80013676366
0.8988773897385529,529700.4881957471,228013.48428788854
0.8990855464938554,431810.2235781845,116309.19899647373
0.8994401295411374,392014.0935539327,195537.7562184719
0.9004170882876057,322604.9676146535,204781.15018885105
0.9015584140135526,403511.2174490011,154649.31788200565
0.9022806812399347,355119.8003291622,105104.35135358345
0.9026456411510266,475264.00705314183,189093.7153771479
0.9054961416379058,300887.7316179459,207247.1804125479
0.9064016598347626,339288.94295243744,226017.41435981542
0.9067785077664685,418897.12593413907,185313.33628209133
0.9086396917795709,446680.0374702131,229273.55476567056
0.9090474845663181,500334.0708343941,121309.57216022225
0.9096611755698389,367169.2635429366,138298.98062847558
0.9106601792449444,405537.34153916093,216511.36677901773
0.9111326404856458,471009.65125806554,148361.92888279766
0.9116370277880061,334900.72456617927,119497.13293114086
0.9124643822519143,318192.5245945079,182813.2530352035
0.9130544769545983,527839.3215905859,196049.76756560674
0.91498307773116,310777.5271794927,212507.9840996362
0.9154959357151756,477734.8814938401,224961.9121696705
0.9164439559138308,461948.04517159873,171828.2465104048
0.9169160711184714,365538.8694752065,200990.4221017646
0.9184960743113908,356078.9380602375,149364.78091503665
0.9192897823419568,430557.3846043119,194841.85014338116
0.9209297824169542,337838.8312721243,162972.3022714567
0.9202715797832537,536597.921612671,204520.22166592767
0.92204375240023,469006.9403840194,209557.90092298028
0.9224373055962896,371669.07409413654,178982.31606102723
0.9232648061862021,383935.3834902806,112704.43102774271
0.9242075567737819,508304.06713204924,173293.07495330155
0.924578652701547,411716.2713711342,231678.7096707562
0.9254772613677082,321460.17874716467,106162.01812916332
0.9261867449794057,387104.7169620535,166108.52508846208
0.9272030298254915,436866.50133707206,152888.9654435937
0.9278554160040394,492879.40516428824,127550.15218951224
0.9295085117283952,510407.9331947979,230247.4530104691
0.9297747418848819,374491.7369972427,123887.91808626398
0.9306110862063472,332316.11325630045,218662.13839498375
0.9316255021248866,364013.6435254712,157832.27838345803
0.932193119869132,485236.45870854636,141891.8578622978
0.9340137890365466,441046.73176479706,118689.41294561497
0.9347929124957541,520068.7842033892,154981.43100204135
0.9357705634766512,342013.05151463364,113617.09478026553
0.9360220277535939,480639.9457347999,176828.8707625774
0.9371552185111521,420349.39919940877,147571.82128665876
0.9383093574998531,448198.449305329,183213.74103789328
0.9391701546750231,504088.7072432187,198846.5216564273
0.9395166154113982,346908.82049394096,167702.67813697335
0.9402208760775013,432337.01083406596,215438.1008544619
0.9409042325361986,541365.7084056295,231454.43375626844
0.9412448544159073,320017.1645027873,140595.573983635
0.9419656394787542,362176.1435775643,227063.18505599297
0.943128367341838,526698.7137071702,166827.45922178944
0.9445630055747997,357529.86057104514,186591.49318340485
0.9457886938938113,314404.1594369579,198020.21423392973
0.9461681139774981,470540.80790461286,222937.88720257062
0.9470417443969054,538608.4231332258,179695.5988889389
0.9478552844835932,377206.458663548,203500.49546549152
0.9485951215067119,476016.85007546504,161522.39455916372
0.9503513739564973,531340.3269797107,220685.2631870283
0.9504990198609681,308874.468084891,157014.95369097436
0.9511220418678041,398213.8795815255,135630.47252245888
0.9520203046495437,425824.9184903584,205894.73831588842
0.9524603364604879,497580.1374563633,152129.85119699486
0.9528963209902268,325078.1808552819,180405.95738988387
0.9532918609586141,371152.4620190851,106804.94808537184
0.9543426808461215,465869.3841917339,116632.13546252102
0.9556186234338052,384959.1189834964,153790.77930609672
0.9566373224139417,443399.43583486043,138902.34598181746
0.958277047502468,333008.4299537678,143381.0836095747
0.9588409052850358,359708.5046864436,210244.66983613453
0.9595610747911184,406488.9435797512,114678.75759133341
0.9605715364039501,379231.377123543,228608.93946733174
0.9617006304912388,456625.3507640445,158175.2032821588
0.9624962949342721,422637.19826550456,192880.1465813929
0.9631870266264919,528189.9511125276,131473.81159198447
0.9635608047396776,393917.9102867021,217875.02460067248
0.9642629859752027,343506.15716177603,175265.2729252611
0.9656279112891764,320491.4114873888,214097.5597689257
0.9666327070936329,506014.7132029706,168081.6978064341
0.9675867073565929,323649.4412663524,117280.41543799902
0.9678806439079138,479138.4235159145,216267.2138735078
0.9694515532620208,418346.2415106965,223350.33805128766
0.9697901381074473,356919.4450093784,125428.28173773184
0.9707046173276119,539393.9053161498,211506.80077169597
0.9715555984843568,435116.85732462164,129727.04224346185
0.9726112284598011,388309.0127634915,105330.69719935479
0.9732930311980437,523724.95474702126,193979.67425834073
0.973517099726005,306262.5288994208,137182.99819303182
0.9744571012124611,400629.9683572722,230047.19052872446
0.9752845048298011,491133.42363666545,134753.9638659323
0.9755669067356125,349635.5692664787,182459.60121379
0.9771071267078093,389587.8105257504,209020.7811094713
0.9780517742318957,330099.46744156047,195253.48637948837
0.9785062927585964,417121.39094683074,170387.8136408414
0.9794085260056087,466907.6503270078,155380.54863546847
0.9808724648518811,378340.42753837514,130481.9942385167
0.9814205248439336,460395.7099885823,190145.52740720595
0.9830214897740199,489744.72593418864,202642.92976230153
0.9832006139732947,316880.11061109777,147217.72219125082
0.984013035590876,353100.26417216146,109117.47514137758
0.9850084203743366,414941.9808654482,124216.85871083781
0.9853100177128415,309376.01422878634,191781.26787094751
0.9864689965540957,406066.5644742031,197279.82779385566
0.9875923522973259,427747.1161533012,219453.38878922918
0.9879865873859659,474757.00038133934,145759.51770042034
0.989611138356537,303702.28865260264,230884.65614141795
0.9904671682889442,453373.44208386994,210705.024865187
0.9910354509739587,390946.31703947345,163226.11407615303
0.9923329935544888,350753.9681425354,216750.2675370244
0.9926477983719326,429075.8136538921,141573.16909086573
0.9941657730386928,537837.5086007166,227326.69789861585
0.9944581167953929,447338.42468967126,120554.50117912347
0.9959691190330217,407679.1305641406,132535.06888070016
0.9965762282615238,533374.2239333752,149796.8694174331
0.996985159509827,355507.38218445046,171129.18009813302
0.9982376633320305,334209.8908993064,206901.89266324387
0.9994681302501518,343039.596194751,121990.21369713351
1.0005015219634878,516717.12573292677,142657.52630522262
1.0018260351356054,393391.2209248527,126756.04869948795
1.0020864644231808,507409.72237229964,204170.62769440725
1.0028528559069292,313101.48631915543,173745.233770215
1.0036425821647972,438494.2596396262,165127.83666692214
1.004323017014189,363578.7913619957,193661.60940430436
1.0060368099991743,473730.6155611642,198467.75505087833
1.0071692922176894,412707.9494131338,139773.75367391255
1.007765261782744,497279.1670733726,218361.7234366622
1.0079465643317522,330875.2542175444,112108.17226287015
1.0085669574731093,450300.44200904504,172489.18641335896
1.0097038793942095,547182.7343226072,192551.3943235941
1.0108116881039906,395694.83127814566,181814.3563255763
1.0121913906890592,348037.4647262196,200311.9619559757
1.0131774911943685,526182.2232715733,138168.05520050286
1.0139792014199402,414467.7756744488,211264.09780337708
1.0145400165225475,328818.634731338,168274.55707342032
1.015108794830781,499822.8383698385,146900.21349576255
1.0160673750209162,425476.0743684342,156131.59629183658
1.0167992973258313,345930.16049165424,105626.41601221361
1.0178959208132783,381935.965302113,150160.28338939097
1.0181915027895996,515255.80057748547,229040.56511326064
1.0188271614292712,320791.1459984851,124904.01807219439
1.0191317843964072,434032.39304887695,191065.93207663728
1.0201366076494265,493559.8110817679,175818.70557467215
1.0207250057861235,361476.30888185394,142936.85111233022
1.0213225068630156,301580.90195075044,185778.9420949963
1.0228666657878973,536850.3492317541,144378.4589781172
1.0235092545690243,471584.2091178372,165941.9948248447
1.0251545605336068,461082.11909780867,129152.20099988423
1.0260494743970043,449114.4035773029,225466.45619475166
1.0264233730791883,508880.1599875527,158427.22635237526
1.0268051003838625,322310.49282382143,176426.81454365212
1.0276622769817085,352423.5608236534,133401.1653645294
1.028061660042574,304494.8008374994,208086.54642542728
1.029120042754564,527203.8215532218,210391.79191276885
1.0299648315050343,376188.8485235863,215929.0312358336
1.0322802696581883,372346.19177657,169954.13152364187
1.0329740395126596,419328.59846074693,115534.04802349502
1.0342456670442854,348871.49414450425,160242.64146206802
1.0347845501441615,454762.0897939693,184661.496055707
1.0362721168146496,339671.11953469354,193038.87384199127
1.0371150707977628,501682.0581219577,224432.76420523896
1.0373468245790822,311092.4393068103,151034.46386112433
1.0386910613714404,445528.23539350415,206455.59088340861
1.040652707517587,302870.4509780924,131881.4373528594
1.040970990943307,378705.3635030285,196760.9378460251
1.0422184229783267,358285.54057618394,223563.5213784019
1.0436274626284103,409860.8648485618,110601.22871917186
1.0442219157782726,313745.0893963261,228845.75370857713
1.0448196443608462,336034.5421230633,156455.68889009592
1.0450711603263936,461693.1149186257,217682.20947759273
1.04605307388968,514589.3156752103,152712.22853250656
1.046984287456804,542761.0089930673,221973.72395534447
1.0490828684461224,351554.8872039572,177512.1493356346
1.0496263212035644,481321.7317643679,211728.47040705732
1.0517951010020765,546126.8657423087,157286.02326667265
1.0521311205299775,359273.7330255566,117499.966483502
1.0532970995378887,427417.24841724033,106531.04838567512
1.054425970413391,397180.09554238734,145518.72695745493
1.055102069900143,341463.10298560763,219178.5541406215
1.0561084387574156,495735.6235655296,207348.52988508367
1.0572991510781136,468529.8367117894,182321.90796447388
1.058843782233038,490395.29532361263,162374.19576558738
1.059482444177879,382720.1620280469,122687.02877137427
1.0603970466574115,399104.51893478364,226486.61270012805
1.0608650614619908,519500.49184188986,169590.8274815287
1.0625251967399536,506703.62512324017,135829.3479480484
1.062805137546286,302019.2814245454,159713.96840142904
1.0639783951475479,522606.20550530875,231227.00593398983
1.06432106596034,326628.65323737444,144134.9588946415
1.064913248507587,405352.18281857716,167876.7751737017
1.065975813935613,426796.19589528354,200554.40177304245
1.0669451542592883,544615.8641186906,209184.18848197133
1.0670625664870674,308683.6163502088,108839.29625856239
1.0677321446262111,374077.1324519427,139335.04712311336
1.06846167658098,451261.27828963345,118026.67914626753
1.0688667279096409,412352.7795268218,221059.42418468185
1.0709920230878271,364710.2926125055,213890.1289879244
1.0718573715188309,458390.65321388026,196422.40103493718
1.0730287231970688,538276.531878657,160869.4293560359
1.0743280144791978,525652.6956876628,219659.2076322497
1.0747782777657524,437204.48326807807,173910.50942268863
1.0751580967036776,337613.6397475998,230568.9958082487
1.0760238979193906,368607.54695847107,125985.64547837191
1.0763197168369922,498860.5605915865,191325.85576096643
1.0771332176931672,521699.4569509608,145088.62197639598
1.078610519150752,315790.1033800214,163939.1149157975
1.0794680025327272,467574.20244505093,140140.4541211688
1.0798299080360425,387672.1678157076,205384.5075027988
1.0815928159518804,307226.4980947876,142550.34598355758
1.0819486506207836,404709.7215044425,105800.33738838017
1.0821183796563376,509262.56956596975,213411.43820421526
1.0828683081124664,328493.1912650714,225275.38240482498
1.083298049919503,446435.744827064,187635.90631774737
1.0852568055522092,401830.7544218682,211979.08656205024
1.0854964179550133,318511.34626895713,113130.63250563251
1.0865134196683253,361079.682643448,184996.41395502113
1.0870195789344101,453114.79051186854,149487.53368724306
1.088187240318085,423371.1407031787,224084.2637626601
1.0884432714345367,335200.7885090911,137473.58345736907
1.0898433221470702,319841.17667810683,199972.3923667967
1.0902910528172103,409353.3625636998,159324.45402006627
1.0914135362759252,504742.94330762746,175127.59456363122
1.0935111432042672,443165.8495304043,209961.4412109631
1.093876917453252,391308.24942567956,119682.77082643236
1.0944985566902536,352878.8914488874,191602.00763296295
1.094821975903952,473236.3538045002,157671.29143496495
1.0976259777962891,529572.5410919922,147958.89955078735
1.0983172407112398,413421.6049845662,178099.92029012577
1.099590977046831,470657.2090858482,115139.78216072984
1.1005036128715426,433375.23812345567,151599.81617942097
1.1008147472899945,513170.918123963,226121.69735488656
1.1015141782420421,331160.16754653066,212838.44482382736
1.1021782851118294,383664.033525866,136446.55077623646
1.103629899156133,321684.8026457437,148578.16443343722
1.1039177664682547,455499.7275504961,220264.80025552388
1.1047336287981315,301169.0321236413,198370.01390197844
1.106262366799791,373595.8859878639,224762.9537445546
1.107608845285527,460171.7360554688,121127.50015911701
1.1079887805297879,392705.2343435846,190002.1818749052
1.111052085856651,344505.58238279156,227959.0778070307
1.1119847209709495,416605.48885731504,203985.1341371113
1.1127110058031828,484045.0045826725,111356.22515132377
1.112975956044572,376876.72233318735,176664.5949784596
1.1138013372841387,404095.65602727537,142287.17819748874
1.1148196950564415,314023.8791460257,154857.77602199628
1.1150291126099547,489156.1974784992,214235.51579105644
1.1163889372318825,533075.9322696736,229582.81498040713
1.1165761708698696,398756.60812903935,113743.74055931623
1.117546867148783,440275.4546800466,197515.1306549589
1.1182642677334127,347886.18728143943,108086.15195914071
1.1187632724794352,324284.4437892867,187021.7384924132
1.12122038512591,395988.26911652496,215201.2914428104
1.12191187105357,370051.36794315046,152479.68177114968
1.122521796296008,308381.3061476022,178520.66643986083
1.1237378012967099,459046.98944774666,164824.5869499919
1.1243365166989194,317443.74452435283,127621.91154388511
1.1248468179549274,385451.01711560704,184256.54864887343
1.1264261513715286,514084.1938990891,192257.96058316866
1.1270517969649019,410786.16394412855,123062.60049284683
1.1290931566817108,420583.57834250445,181434.9062958762
1.1296041138918997,375978.61864564166,110999.87539860356
1.1299739948181955,482652.8211417515,201472.85138079023
1.1304751490563039,335637.68360601016,220606.1432972602
1.1311022154734998,365349.38644501835,168498.08851563622
1.1318619948761084,516150.0935895372,159594.30991867586
1.132437891589167,312449.2489957602,196289.06462880474
1.1327406906373538,438035.0231662399,143663.30373607704
1.1339521657151972,341826.7274580016,161282.8480422171
1.1349788285181739,354716.70812979725,119258.51689622922
1.1359081465365266,435303.6202611959,208638.8734925735
1.1367344074509504,448828.106927726,156716.30858537057
1.1376393278354326,372733.35439941625,199434.02120140902
1.1390610763720992,453911.7630331968,228704.43552940723
1.1402555638797554,525051.0160138092,187324.93320126997
1.141797169751812,441974.1371428178,171251.72748081572
1.1424630808660488,403668.1434991368,222356.01708996744
1.1426018972029792,303401.749636043,115822.78445711113
1.1435053895765783,384678.66485879675,106311.49132916395
1.1444289048949658,327615.91786461906,134854.15516465355
1.1464772142514166,408351.59996265965,188563.0884585966
1.1476543627462954,379972.15417985397,155504.53906256857
1.148015112715763,447166.1742314082,216077.036338876
1.1490952615290355,491653.2360087859,197964.89831078151
1.1504096976465334,469946.01745763316,231880.3105497713
1.148681032399469,333685.3758084488,109795.28672727894
1.1501114647242463,305339.78405120474,162770.8375276552
1.1509489966813975,400838.94146159687,202478.57242915442
1.1512995380546742,346615.97370204463,128994.47318514081
1.1518977035783853,414234.5252026486,149931.6036081125
1.1529752151753125,336787.2157064597,189651.2994923073
1.153602834933587,462841.86418205313,177651.28136859936
1.1540948270295928,430073.0456051392,225822.2611356742
1.154778872850304,396304.29543491954,117760.05230344685
1.1553985196276506,356257.5748406695,217430.19629459517
1.156111910547081,390208.28311251086,179634.06110127392
1.1566680215296852,364351.027708752,145231.77198663523
1.1569550728526607,477206.79697401985,164069.95337385382
1.1576,489961.4784200175,119959.72101198095
