	BrMin	BrFactor_ADAPT	nChromoSi_AWSoM	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StochasticExponent	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
57	7.3535406	0.814490084	3.711924E+17	451981.4016	66270.63031	0.14450286	1.070754885	0.454545455	1	2
58	5.482408011	0.971339781	3.007212E+18	577059.6312	33244.95606	0.240314755	1.116162116	0.181818182	1	1
59	8.230451249	0.59400518	1.014702E+18	750370.544	218836.7912	0.129080083	1.142475883	0.636363636	1	2
60	6.383244952	0.762570349	4.695447E+18	868410.5815	251460.8348	0.293406384	1.109948574	0.090909091	1	1
61	9.902904291	0.937397612	1.719152E+18	691636.0212	133237.8073	0.164582491	1.136198583	0.363636364	1	2
62	5.983109419	1.406763638	1.308147E+18	387636.2557	177070.4307	0.311091045	1.161596215	0.090909091	1	1
63	6.885966527	0.548617521	2.654068E+18	332194.5811	152663.3117	0.159422853	1.0468983	0.454545455	1	2
64	6.45335881	1.254027213	1.030575E+18	546666.7967	295978.941	0.171135607	1.079981936	0.727272727	1	1
65	7.563162441	0.784787908	1.518398E+18	449109.385	53978.89032	0.323280605	1.005377759	0.363636364	1	2
66	9.434258527	0.663006439	4.302007E+18	524192.9492	88849.23873	0.179662019	1.156844644	0.818181818	1	1
67	5.827188961	1.140877042	3.516006E+18	421534.4043	263479.5796	0.326126848	1.13144701	1	1	2
68	8.943976723	1.309441953	2.382634E+18	309746.6497	232163.4669	0.130452948	1.114566086	0.181818182	1	1
69	5.014413274	0.696700257	7.710428E+17	607123.2716	119903.3693	0.225335947	1.189182567	0.363636364	1	2
70	9.234932614	0.865743229	2.300848E+18	410010.2011	198476.464	0.325766142	1.154733907	0	1	1
71	9.642813832	1.649544918	8.002000E+17	392342.88	223407.7026	0.278635927	1.077122436	0.363636364	1	2
72	7.631027894	0.674095989	3.966959E+17	945221.0117	111558.8232	0.260512704	1.173452076	0.181818182	1	1
73	6.159689327	1.034556749	3.588561E+18	321269.3267	297150.1996	0.131498464	1.197591322	1	1	2
74	6.783681149	0.886272167	9.534932E+17	646149.1831	262279.3371	0.24558477	1.039679862	0.454545455	1	1
75	7.851679255	1.355576477	1.441248E+18	348796.9097	87676.28952	0.158597066	1.064282514	0.545454545	1	2
76	9.5024299	0.780057142	3.029719E+18	820146.6445	144054.5789	0.116779277	1.012610481	0	1	1
77	5.101500666	0.543889073	1.744067E+18	711035.2986	45646.70388	0.280636398	1.03340376	0	1	2
78	7.220905934	1.592027659	2.721992E+18	432508.5819	118982.4886	0.324798538	1.081779737	0.545454545	1	1
79	8.611396769	0.9875947	4.636500E+18	535142.5994	231238.9825	0.169383269	1.006395741	1	1	2
80	5.430753281	2.143499173	2.289702E+18	308128.4516	168949.1344	0.219860018	1.049040604	1	1	1
81	5.692113015	0.768355561	1.390207E+18	487906.757	210755.4059	0.146418951	1.120696807	0.272727273	1	2
82	8.766781569	0.59978859	4.920970E+18	380801.0783	242601.3084	0.310744965	1.125465056	1	1	1
83	7.064988004	1.325808318	4.486543E+17	351662.1672	32571.20336	0.339833907	1.011116826	1	1	2
84	8.142748765	0.713004678	2.138167E+18	655686.2812	275625.4388	0.18446329	1.086500821	0.545454545	1	1
85	6.315688652	0.611963198	3.273598E+18	563033.8088	175622.9315	0.230605481	1.065909141	1	1	2
86	7.696412064	1.089639991	3.986348E+18	467019.7044	131784.6424	0.143691686	1.041306487	0.818181818	1	1
87	6.629128255	0.793306389	2.558728E+18	394709.5828	105748.8256	0.167010834	1.091821285	0.181818182	1	2
88	7.612248326	1.949881983	4.577474E+18	315774.7021	44763.11351	0.3028837	1.18425975	0.454545455	1	1
89	7.374230674	1.178116316	4.163476E+18	584143.5933	249046.8398	0.148723579	1.037402798	0.909090909	1	2
90	8.454366662	0.557006483	3.677993E+18	486583.7498	69171.37769	0.240809819	1.062019182	0.727272727	1	1
91	9.080678303	0.688346058	9.107892E+17	561695.4951	34563.15607	0.142073987	1.10098428	1	1	2
92	5.502687487	1.2843451	1.699139E+18	459080.6762	281807.2984	0.228597692	1.176369707	0.818181818	1	1
93	7.133439556	0.851570599	3.109476E+18	784484.6265	220155.5714	0.255912555	1.127871617	1	1	2
94	9.883465539	1.115382363	2.811417E+18	372235.5207	177862.0564	0.182864913	1.171207797	0.272727273	1	1
95	6.002967414	0.654518086	4.425349E+18	669585.5828	138246.6412	0.337806795	1.146603523	0.090909091	1	2
96	5.410753005	0.733768573	2.833933E+18	931019.7765	235753.1148	0.111746835	1.008677228	0.818181818	1	1
97	8.297347242	0.840015401	1.151370E+18	304245.024	151345.3695	0.225772146	1.032779378	0.090909091	1	2
98	6.472673734	1.076071332	4.813666E+18	414473.5167	48969.79916	0.181914824	1.01489459	0.909090909	1	1
99	9.818386456	0.632331586	1.564888E+18	1037784.237	200745.0649	0.307948078	1.03905896	0.363636364	1	2
100	7.939517928	0.754314768	4.181872E+18	712861.6562	165610.5305	0.196667893	1.199896651	0.454545455	1	1
101	9.414625613	1.398409949	2.098054E+17	443587.9184	260052.5237	0.167946732	1.148199576	0.272727273	1	2
102	5.846402182	0.912300249	2.198741E+18	539590.6085	81201.883	0.322843962	1.172803851	0.454545455	1	1
103	8.923466803	0.945844593	3.465707E+18	629115.6774	117002.8797	0.157170463	1.181121254	0.727272727	1	2
104	5.033206061	1.567091376	3.879052E+18	325107.7579	225044.7474	0.243620259	1.105735829	0.454545455	1	1
105	7.289163175	0.585352289	5.175324E+17	805954.5169	268779.3051	0.270935771	1.1540884	0.090909091	1	2
106	6.592095711	1.192514509	7.267630E+17	483347.3034	167588.5983	0.252389053	1.104875744	0.545454545	1	1
107	7.984732899	0.581884785	2.412833E+18	587331.6046	140642.8216	0.106822055	1.180273379	0.727272727	1	2
108	7.410059503	0.750432445	3.550846E+18	693852.1981	40638.49584	0.300679863	1.172151072	0.090909091	1	1
109	8.480813141	1.226197256	4.262498E+18	397871.6183	266800.2187	0.208531273	1.147534592	0.818181818	1	2
110	5.533940389	0.636231702	1.064894E+18	368783.1804	75773.03011	0.20206133	1.014436387	0.181818182	1	1
111	9.013708559	2.04592487	3.698867E+18	341411.5567	132614.109	0.328571105	1.109494785	0.727272727	1	2
112	9.861005197	0.737284254	4.598202E+18	462412.877	107616.6313	0.277735315	1.031735401	0.545454545	1	1
113	9.350576554	0.641390766	2.744286E+18	738495.459	279039.2479	0.171935382	1.118857934	0.727272727	1	2
114	6.941742756	1.025086324	1.277344E+18	515325.1193	127264.0145	0.285700571	1.145938516	0.818181818	1	1
115	8.324611349	1.492348618	1.764000E+18	417951.433	222660.9547	0.19362589	1.170554993	0.818181818	1	2
116	6.436463883	1.458387137	3.047326E+18	300842.2807	253964.8526	0.267424417	1.175521761	0.363636364	1	1
117	7.516981349	0.856261732	4.958391E+18	603479.204	96221.3584	0.121902072	1.100124124	0.818181818	1	2
118	6.192301799	0.675073255	1.456492E+18	830223.4389	180629.0716	0.24807826	1.12716927	0.181818182	1	1
119	6.820748919	0.570228583	4.392225E+18	905091.0912	215237.2931	0.136680769	1.085077368	0.909090909	1	2
120	9.393140253	1.003421583	2.024715E+18	328417.0467	63460.89997	0.262714141	1.060962978	0.818181818	1	1
121	5.065429476	0.902118363	3.310432E+18	440399.5313	162132.8169	0.21698182	1.0913508	0.818181818	1	2
122	6.05924879	1.754532413	4.810956E+18	357290.0876	120260.3058	0.147451392	1.162761242	0.181818182	1	1
123	9.262599406	1.533879798	5.350842E+17	324430.7248	125037.2129	0.119830423	1.041959815	0.272727273	1	2
124	5.379345786	1.049681102	2.520578E+18	620418.1055	216186.5681	0.265870578	1.066574673	0.181818182	1	1
125	8.41255374	0.616522479	3.894279E+18	844510.1714	30595.22403	0.154617567	1.093631929	0.272727273	1	2
126	6.504924983	0.717970539	2.320446E+17	736769.8098	133761.665	0.320349688	1.06034167	0.727272727	1	1
127	9.704014452	0.813638818	3.789539E+18	510776.4026	251985.2313	0.191544077	1.087361883	0.272727273	1	2
128	6.123877245	1.432708671	4.201786E+18	406777.4924	90027.103	0.284156895	1.011965678	0.090909091	1	1
129	7.830439262	0.97853463	8.732226E+17	435841.6116	286329.7809	0.305747688	1.126520641	0.181818182	1	2
130	8.233143071	1.813084989	2.373724E+18	367975.9381	261855.7927	0.239850074	1.004132159	0.272727273	1	1
131	5.883640402	0.594870874	3.146319E+18	1011899.106	100737.5347	0.176733331	1.102429858	0.090909091	1	2
132	7.253379335	0.944968399	4.537478E+18	345340.6418	183952.4244	0.10960501	1.12116629	0.090909091	1	1
133	9.547699406	0.555924633	1.188055E+18	680053.605	169580.5307	0.206640557	1.007244617	0.545454545	1	2
134	5.654681921	1.149617228	1.975307E+18	377392.8696	146824.6688	0.299179466	1.082640823	0	1	1
135	8.792824879	1.251065545	3.089581E+18	491387.04	42877.64068	0.104912246	1.064948118	0.545454545	1	2
136	5.222456305	0.792246426	4.700070E+18	588764.5232	273262.2294	0.250907749	1.040333262	0.090909091	1	1
137	8.568642284	0.882672812	1.676881E+18	765056.8841	121486.8591	0.139698715	1.013519584	0.363636364	1	2
138	6.839809974	1.986286464	1.336667E+18	333859.911	282115.4955	0.179211974	1.069704774	0.909090909	1	1
139	7.095990214	0.661891503	2.236015E+18	463836.5926	240766.4738	0.124508997	1.198048619	0.181818182	1	2
140	8.164217193	1.145961482	3.226806E+17	566266.1424	77748.50308	0.27993468	1.12266472	1	1	1
141	7.673705945	0.695705828	3.352698E+18	354969.2808	204186.6922	0.290710011	1.155777359	0.818181818	1	2
142	8.001615378	2.079986836	1.946733E+18	331609.2877	202297.3583	0.160423302	1.140326693	0.727272727	1	1
143	8.374983122	0.70556833	4.462098E+17	464524.7167	177135.1254	0.113275714	1.018084886	0	1	2
144	6.552183731	0.671606591	3.979528E+18	354293.3637	276205.1413	0.309418592	1.035752911	0	1	1
145	9.494097297	1.262891021	1.383093E+18	375154.358	66467.54731	0.280442962	1.102640185	0.545454545	1	2
146	5.92373825	0.776714801	1.794167E+18	679167.1166	240938.256	0.195340437	1.178037917	0.454545455	1	1
147	9.003888154	0.540277009	2.932154E+18	589638.8045	210293.6667	0.26966668	1.169552556	1	1	2
148	5.110880216	1.161588058	4.918818E+18	493637.7587	97904.80984	0.11611669	1.144936174	1	1	1
149	6.708309085	0.928793367	1.443381E+18	436529.8303	231833.0407	0.294514388	1.058852636	0.818181818	1	2
150	6.915700389	1.713320147	5.440474E+17	365725.2187	189795.8387	0.221061384	1.187440811	0.272727273	1	1
151	5.177485172	0.602609646	1.252807E+18	921826.859	145718.8549	0.239324882	1.065134126	0.363636364	1	2
152	8.5305388	0.962475856	2.729124E+18	344664.6301	263810.0066	0.128313574	1.088822476	0.272727273	1	1
153	9.15894897	0.822826497	6.960277E+17	619531.5225	296702.8161	0.254570448	1.149663307	0.090909091	1	2
154	5.578821308	1.418760286	2.307687E+18	322192.3077	53516.24176	0.101093936	1.174279691	0.818181818	1	1
155	7.053604733	0.717074184	3.287948E+18	846763.9418	110978.2824	0.14341631	1.12304635	1	1	2
156	7.706403278	0.615770964	2.000180E+18	734528.2463	78739.57577	0.339090295	1.130939845	0.272727273	1	1
157	9.962684648	1.519813096	3.590987E+18	409028.1164	153125.961	0.295361357	1.179658385	0.454545455	1	2
158	6.079440556	1.059016453	4.377065E+18	511650.7785	196831.8872	0.210302998	1.104260654	0.636363636	1	1
159	5.770397373	0.902869878	2.168823E+17	330850.9663	118520.3213	0.27391538	1.128658358	0.727272727	1	2
160	8.843201644	1.004317938	3.881167E+18	437953.4047	81811.29493	0.198241195	1.123667252	0.727272727	1	1
161	9.719833453	1.772826733	2.981820E+18	358173.715	57172.53536	0.136155378	1.04605416	0.363636364	1	2
162	7.364555541	0.561040904	2.498091E+18	1014303.961	166086.7212	0.31224808	1.147379197	0.545454545	1	1
163	5.491019696	0.691132029	4.512943E+18	739369.9303	199243.2026	0.183168664	1.089470701	0.363636364	1	2
164	7.141446094	1.461393912	1.153778E+18	417068.0918	294710.8835	0.212337675	1.038213846	0.454545455	1	1
165	8.221954014	0.84852296	1.864256E+18	513083.4606	47334.39426	0.296966817	1.062828797	0.818181818	1	2
166	6.391799379	1.017466128	3.133210E+18	605733.0698	150886.816	0.103109266	1.083246424	0.727272727	1	1
167	7.774658444	1.495208495	4.820450E+18	301713.4149	190369.8762	0.256195254	1.007850313	0	1	2
168	9.894387946	0.657565798	8.507384E+17	829336.7606	235163.1445	0.229369678	1.056543922	0.727272727	1	1
169	9.31232052	0.730191595	1.692337E+18	371216.8146	138837.5776	0.213262587	1.194421763	0.727272727	1	2
170	5.197486617	2.021566112	4.309528E+18	342294.8971	77579.97063	0.317275109	1.080083801	0.909090909	1	1
171	9.808099845	1.106891294	4.422959E+18	557538.0441	282415.8559	0.111552488	1.12713554	0	1	2
172	6.240095759	0.629020211	2.809028E+18	459967.0358	36066.24199	0.258994708	1.151738192	0.454545455	1	1
173	6.861379595	0.751856335	6.443957E+17	585090.2312	68694.34862	0.118088311	1.009452526	0.181818182	1	2
174	7.932123706	1.221096186	2.556632E+18	482463.6769	247412.6424	0.27110082	1.084848635	0	1	1
175	9.425684961	0.914488902	3.377526E+18	761089.5265	186786.5393	0.244275521	1.036691577	0.909090909	1	2
176	7.298255858	1.187530212	3.670898E+18	398743.0379	212273.2877	0.197302093	1.067574297	0.818181818	1	1
177	8.690883501	0.583163579	4.156381E+18	696105.7786	104099.065	0.281887068	1.042959343	0.636363636	1	2
178	6.584233425	0.578340627	3.610899E+18	715100.2632	245962.9678	0.207876471	1.016774727	0.909090909	1	1
179	9.624782285	0.961444211	4.096586E+17	538719.189	161687.5092	0.334136772	1.043428824	0.636363636	1	2
180	5.734511997	1.555202025	2.022417E+18	441334.3379	188500.9229	0.186675898	1.068031573	0.636363636	1	1
181	8.87079037	1.386634796	3.303172E+18	327349.1314	288108.3086	0.232408478	1.085892013	0.545454545	1	2
182	5.302557412	0.927748075	4.092692E+18	629999.304	61814.24688	0.138404222	1.010508114	0.272727273	1	1
183	8.48941839	0.747154147	2.325237E+18	803703.7028	213721.9276	0.252202485	1.037198492	0.454545455	1	2
184	9.113451939	0.633674254	4.658840E+18	928582.8052	181093.8211	0.123005771	1.176360403	1	1	1
185	7.173993984	1.066404541	1.757033E+18	304924.1828	96817.4602	0.237012767	1.152599251	0.272727273	1	2
186	7.753497704	0.830236471	3.044735E+18	413782.1509	128792.6399	0.163213581	1.195087298	0.181818182	1	1
187	8.624950913	1.683243791	3.944229E+18	383810.1884	153888.7614	0.112389671	1.072700438	0.545454545	1	2
188	9.338443121	1.12939871	1.067466E+18	456826.8104	201484.9258	0.247326869	1.008905973	0.545454545	1	1
189	5.457935468	0.645266566	1.481982E+18	560824.3609	105955.6226	0.153366779	1.084289874	0.545454545	1	2
190	9.780739554	0.679206418	2.617425E+18	670468.924	75309.2468	0.319040536	1.063286097	0.909090909	1	1
191	6.202739192	1.298211973	4.605187E+18	374477.1795	232920.4021	0.171653141	1.03868335	1	1	2
192	7.909339485	0.572981717	7.340413E+17	395388.4562	42152.76557	0.178251445	1.124320648	0.545454545	1	1
193	6.291753898	2.117480519	2.764131E+18	318028.2818	99249.35772	0.291621564	1.00116158	0.454545455	1	2
194	7.329184738	0.809433156	4.264777E+18	485892.6693	141220.4478	0.222108566	1.129507237	0.181818182	1	1
195	7.020618559	0.61950214	3.296112E+17	653435.6572	203711.7395	0.173204354	1.10321668	0.818181818	1	2
196	8.401351499	1.086828926	2.242946E+18	350787.7912	112430.0293	0.321129459	1.178602201	0.909090909	1	1
197	6.515077857	1.3228846	3.355252E+18	467906.2873	77288.85598	0.154928188	1.173809281	0.454545455	1	2
198	7.592848163	0.720692837	3.844178E+18	565272.2258	239114.6374	0.249405598	1.149205101	0.090909091	1	1
199	6.114947123	0.810659085	2.536684E+18	788549.5447	154839.2995	0.120574492	1.121942053	1	1	2
200	9.093169007	1.922906743	4.768982E+17	307241.964	249282.0466	0.201090557	1.165927845	0.272727273	1	1
201	9.471716245	0.598973201	1.977568E+18	490355.7453	273855.2098	0.135210373	1.0881697	0.363636364	1	2
202	5.142207645	0.767654885	3.096804E+18	378364.297	171081.573	0.329478251	1.058004758	0.090909091	1	1
203	6.672173723	1.596928931	8.659809E+17	347922.6284	159695.5567	0.139892608	1.144477896	0.454545455	1	2
204	8.062674104	0.986366487	1.579901E+18	643898.4644	182319.0636	0.234325852	1.169082074	0.818181818	1	1
205	5.646532769	0.553668002	4.838055E+18	821030.1757	64227.87962	0.105538667	1.195711323	0.090909091	1	2
206	8.802368509	0.789723934	1.173708E+18	710163.9744	100145.5203	0.299337652	1.150314737	0	1	1
207	7.489874526	0.8849295	2.846896E+18	537381.1111	285869.1838	0.188183403	1.17698171	0.181818182	1	2
208	8.55788216	1.360628769	4.535235E+18	433395.0702	55352.24826	0.336035029	1.101596187	0.272727273	1	1
209	5.610971431	1.041717369	5.325482E+17	412459.2841	253504.7492	0.314557575	1.034892757	0.454545455	1	2
210	8.176055229	0.658648163	3.490098E+18	1035281.82	135412.4055	0.203546156	1.011156743	0.727272727	1	1
211	6.272691673	0.692192507	2.221081E+18	945900.0751	31069.33846	0.279278964	1.041120467	0	1	2
212	9.941121223	0.87275489	4.194837E+18	318832.4507	216793.9042	0.150231761	1.017419876	0.545454545	1	1
213	7.993287345	0.860643371	3.070278E+17	749263.1285	244645.2183	0.289709159	1.000421834	0.909090909	1	2
214	9.644023669	1.30656798	4.126769E+18	419295.988	182964.4921	0.314914619	1.05226462	0	1	1
215	5.714469748	0.704306097	3.714591E+18	523306.3655	160368.2784	0.160896217	1.026868512	0.636363636	1	2
216	8.889231341	0.670759436	2.595556E+18	607997.6482	56804.38225	0.236628281	1.019146104	0.818181818	1	1
217	5.282171321	1.137884236	6.101405E+17	311997.273	287317.7141	0.149182583	1.093761058	0.727272727	1	2
218	8.263223683	0.783905523	4.462532E+18	332882.8005	89171.39293	0.140722058	1.167679583	0.363636364	1	1
219	6.340934573	0.547851909	9.482029E+17	448433.3726	125892.9237	0.334520757	1.184584658	0.818181818	1	2
220	7.772632473	1.158481152	1.662201E+18	544217.8091	216119.4275	0.189932078	1.109982007	0	1	1
221	7.222114812	1.940266029	2.448707E+18	355555.4802	150461.8934	0.269209544	1.057022063	0.545454545	1	2
222	9.359054744	0.936104591	4.775018E+18	576173.1436	113601.9476	0.221548972	1.09850651	0.181818182	1	1
223	5.439269418	1.411733968	3.164598E+18	478831.5417	204913.0129	0.134146512	1.023891554	0.909090909	1	2
224	6.933150173	0.772418366	1.601899E+18	752624.2191	299326.0707	0.110347254	1.072634544	1	1	1
225	7.525516722	0.60373488	2.871153E+18	866169.1135	196301.6364	0.304614504	1.079777319	0.636363636	1	2
226	9.800552099	1.580694387	1.900251E+18	389886.9751	240040.1529	0.329820669	1.028470677	0.272727273	1	1
227	6.183728252	0.969930245	1.113077E+18	692510.3018	78208.70571	0.175874843	1.053866783	0.363636364	1	2
228	6.809695821	0.821715674	3.427645E+18	367390.1195	43471.73906	0.319600517	1.108459141	1	1	1
229	7.70492739	1.826658454	1.261684E+18	346316.6086	104786.6295	0.209860515	1.016058821	0.636363636	1	2
230	5.054433636	0.608445313	4.218506E+18	1077686.37	264322.3412	0.266735993	1.114721946	0.090909091	1	1
231	8.7326312	1.058017897	2.161034E+18	451305.4853	146230.5702	0.155743023	1.137666053	0	1	2
232	5.370848514	0.798341292	3.583762E+17	858510.6082	51012.81137	0.218067873	1.139852744	0.727272727	1	1
233	7.001605387	1.36914802	4.337483E+18	385426.7582	107420.1001	0.177421987	1.188619535	0.272727273	1	2
234	8.421165388	0.910455077	3.625900E+18	681443.1731	202921.0803	0.331913661	1.11400315	0	1	1
235	6.496408675	1.011498359	2.337813E+18	599874.5017	233578.1419	0.13571279	1.133621227	0.454545455	1	2
236	9.712568916	0.561892171	4.039131E+18	772697.2271	149301.3228	0.261925624	1.107737723	0.636363636	1	1
237	5.503901524	1.6320523	3.773926E+18	329002.5309	241634.9534	0.297454509	1.151225991	0.363636364	1	2
238	5.872720837	0.847657267	4.673253E+18	474991.6323	266735.1372	0.24696983	1.079034299	0.272727273	1	1
239	9.045005217	1.016222436	9.898722E+17	356313.8831	167653.679	0.172702323	1.074842741	0.272727273	1	2
240	7.242402512	0.64999501	2.991757E+18	983445.4052	83377.76211	0.286690927	1.097760105	0.181818182	1	1
241	6.651788971	0.729211578	4.883338E+18	615948.8827	189438.8785	0.150674912	1.160639471	0.090909091	1	2
242	8.081112837	1.348410687	2.972341E+18	313323.3804	162595.0797	0.238541714	1.135241743	0.909090909	1	1
243	7.46983511	1.111961308	1.838941E+18	405384.4787	62998.6374	0.16239875	1.118730331	0.272727273	1	2
244	8.577120417	0.627890848	1.352363E+18	502745.2197	289297.3351	0.316817848	1.193346717	0.090909091	1	1
245	9.200849237	0.759300425	3.235380E+18	427857.0157	254295.6656	0.187739751	1.044809524	0.636363636	1	2
246	5.591413991	1.21812009	4.024969E+18	530321.5109	95629.31996	0.332838573	1.070194953	0.545454545	1	1
247	6.027909351	0.590485103	2.099737E+18	340824.9274	222330.142	0.232066052	1.002925527	0.272727273	1	2
248	9.243544271	0.577345165	2.698979E+17	1071943.662	94177.56517	0.157937924	1.025179935	1	1	1
249	6.60061032	1.789263136	4.652525E+18	303269.1525	203089.0475	0.33364942	1.130019472	0.272727273	1	2
